name,full_path,relative_path,directory,extension,size_bytes,size_mb,modified_date,created_date,ai_tags
Tescao_for_cleap_Perf_v02_17_podlet.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_17_podlet.fbx,Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_17_podlet.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next,.fbx,18986064,18.107,2023-12-15 16:40:23,2025-05-26 20:39:00,"дизайн, Модель, маленький, старый, проект., трехмерный, анимация"
Tescao_for_cleap_Perf_v02_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_18.fbx,Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next,.fbx,10398160,9.916,2023-12-15 17:33:01,2025-05-26 20:39:00,"дизайн, Модель, анимация, маленький, старый, проект, 3D"
Tescao_for_cleap_Perf_v02_19.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_19.fbx,Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_19.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next,.fbx,22587648,21.541,2023-12-15 17:26:04,2025-05-26 20:39:00,"большой, Модель, анимация, работа, маленький, старый, 3D"
Tescao_for_cleap_Perf_v02_21.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_21.fbx,Anim_Okay_Next\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_21.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Anim_Okay_Next,.fbx,3554368,3.39,2023-12-15 16:42:20,2025-05-26 20:39:00,"средний размер, дизайн., маленький, старый, визуализация, проект, 3D-модель"
Tescao_for_cleap_Perf_v02_03_fix_perevorot.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_03_fix_perevorot.bck\Tescao_for_cleap_Perf_v02_03_fix_perevorot.001.fbx,Anim_Okay_Next\Tescao_for_cleap_Perf_v02_03_fix_perevorot.bck\Tescao_for_cleap_Perf_v02_03_fix_perevorot.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_Okay_Next\Tescao_for_cleap_Perf_v02_03_fix_perevorot.bck,.fbx,18242976,17.398,2023-12-27 10:39:29,2025-05-26 20:39:01,"дизайн, большой, маленький, старый, проект, анимация, 3D модель"
Bow_20.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_20.fbx,Animation_Anastasia_Perf\Bow_20.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,4719232,4.501,2023-12-07 17:08:18,2025-05-26 20:38:51,"игра, Модель, маленький, старый, проект., анимация, 3D"
Bow_23.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_23.fbx,Animation_Anastasia_Perf\Bow_23.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,4103360,3.913,2023-12-07 17:21:12,2025-05-26 20:38:51,"дизайн, Модель, анимация, маленький, старый, проект., 3D"
Bow_26.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_26.fbx,Animation_Anastasia_Perf\Bow_26.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,4138800,3.947,2023-12-07 17:37:34,2025-05-26 20:38:51,"Модель, анимация, игра., работа, маленький, старый, 3D"
Bow_27.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_27.fbx,Animation_Anastasia_Perf\Bow_27.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,3893760,3.713,2023-12-07 17:47:55,2025-05-26 20:38:51,"дизайн, Модель, анимация, игра., маленький, старый, 3D"
Bow_32.1.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_32.1.fbx,Animation_Anastasia_Perf\Bow_32.1.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,16654640,15.883,2023-12-08 09:17:20,2025-05-26 20:38:51,"дизайн, Модель, анимация, игра., маленький, старый, 3D"
Bow_32.1.json,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Bow_32.1.json,Animation_Anastasia_Perf\Bow_32.1.json,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.json,588,0.001,2023-12-08 09:17:20,2025-05-26 20:38:51,"Документ, маленький, старый, учеба"
Swimm_16.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Swimm_16.fbx,Animation_Anastasia_Perf\Swimm_16.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,7857344,7.493,2023-12-07 16:33:07,2025-05-26 20:38:51,"игровая графика, большой., развлечения, маленький, старый, 3D-модель, анимация"
Swimm_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Swimm_18.fbx,Animation_Anastasia_Perf\Swimm_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,5736688,5.471,2023-12-07 16:43:25,2025-05-26 20:38:51,"большой, работа, маленький, старый, формат FBX, 3D-модель, анимация"
Swimm_19.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf\Swimm_19.fbx,Animation_Anastasia_Perf\Swimm_19.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Anastasia_Perf,.fbx,7214896,6.881,2023-12-07 16:57:35,2025-05-26 20:38:51,"игровая графика, дизайн, развлечения., маленький, старый, 3D-модель, анимация"
Ret.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret.rar,Animation_Okay\Ret.rar,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.rar,28009440,26.712,2023-12-13 12:39:34,2025-05-26 20:38:51,"Архив, документ, большой, архив, маленький, старый, работа"
Tescao_for_cleap_PERFORMANCE_01.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_01.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_01.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,6138656,5.854,2023-12-07 15:04:14,2025-05-26 20:38:52,"Модель, анимация, работа, маленький, старый, проект., 3D"
Tescao_for_cleap_PERFORMANCE_02.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_02.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_02.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,7634000,7.28,2023-12-07 15:18:28,2025-05-26 20:38:52,"большой, маленький, старый, проект., производство, 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_06.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_06.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_06.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,7570400,7.22,2023-12-07 15:31:58,2025-05-26 20:38:52,"большой, производственный., маленький, старый, производство, 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_10.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_10.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_10.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,6056240,5.776,2023-12-07 15:46:14,2025-05-26 20:38:52,"большой, дизайн., маленький, старый, производство, анимация, 3D модель"
Tescao_for_cleap_PERFORMANCE_11.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_11.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_11.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,6610704,6.304,2023-12-07 16:01:12,2025-05-26 20:38:52,"большой, Модель, анимация, работа, маленький, старый, 3D"
Tescao_for_cleap_PERFORMANCE_12.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_12.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_12.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4947520,4.718,2023-12-07 16:14:10,2025-05-26 20:38:52,"большой, маленький, старый, проект., производство, 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,3467936,3.307,2023-12-07 15:12:21,2025-05-26 20:38:52,"Модель, работа, маленький, старый, трехмерный, файл, анимация"
Tescao_for_cleap_PERFORMANCE_22_fix.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_22_fix.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_22_fix.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4898288,4.671,2023-12-27 16:25:50,2025-05-26 20:38:52,"большой, файл., работа, маленький, старый, формат FBX, 3D модель"
Tescao_for_cleap_PERFORMANCE_22_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_22_otriv_ot_zemli.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_22_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4229520,4.034,2023-12-07 15:24:53,2025-05-26 20:38:53,"средний., Модель, анимация, работа, маленький, старый, 3D"
Tescao_for_cleap_PERFORMANCE_29_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_29_otriv_ot_zemli.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_29_otriv_ot_zemli.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4336224,4.135,2023-12-07 15:35:43,2025-05-26 20:38:53,"средний., Модель, анимация, работа, маленький, старый, 3D"
Tescao_for_cleap_PERFORMANCE_31_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_31_polet_povorot.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_31_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,10241008,9.767,2023-12-07 16:00:44,2025-05-26 20:38:53,"Модель, автомобиль, технический., маленький, старый, анимация, 3D"
Tescao_for_cleap_PERFORMANCE_32_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_32_polet_povorot.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_32_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,9295520,8.865,2023-12-07 16:24:53,2025-05-26 20:38:53,"Модель, автомобиль, маленький, старый, анимация, 3D, вращение"
Tescao_for_cleap_PERFORMANCE_33_FIX.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_FIX.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_FIX.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,8844240,8.435,2023-12-26 16:44:24,2025-05-26 20:38:53,"большой, работа, маленький, старый, проект., 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_33_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_polet_povorot.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_polet_povorot.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,8343776,7.957,2023-12-07 16:42:49,2025-05-26 20:38:53,"большой, работа, маленький, старый, автомобиль., анимация, 3D модель"
Tescao_for_cleap_PERFORMANCE_33_polet_povorot_fix.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_polet_povorot_fix.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_polet_povorot_fix.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,9012640,8.595,2023-12-27 16:18:47,2025-05-26 20:38:53,"Модель, работа, маленький, старый, автомобиль., анимация, трехмерная"
Tescao_for_cleap_PERFORMANCE_35_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_35_tormojenie_i_prijok.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_35_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,5337920,5.091,2023-12-07 16:58:39,2025-05-26 20:38:53,"тренировка, Модель, анимация, маленький, старый, автомобиль., 3D"
Tescao_for_cleap_PERFORMANCE_36_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_36_tormojenie_i_prijok.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_36_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4231088,4.035,2023-12-07 17:10:56,2025-05-26 20:38:53,"тренировка, Модель, анимация, маленький, старый, автомобиль., 3D"
Tescao_for_cleap_PERFORMANCE_37_FIX.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_FIX.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_FIX.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,5028464,4.796,2023-12-27 16:23:41,2025-05-26 20:38:53,"Модель, анимация, работа, маленький, старый, важный, 3D"
Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,5028496,4.796,2023-12-27 16:22:38,2025-05-26 20:38:53,"тренировка, Модель, анимация, маленький, старый, автомобиль., 3D"
Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,21138016,20.159,2023-12-29 12:45:29,2025-05-26 20:38:54,"большой, маленький, старый, техническое, производство., 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_38_otriv_ot_zemli_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_38_otriv_ot_zemli_i_prijok.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_38_otriv_ot_zemli_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,4468352,4.261,2023-12-07 17:32:48,2025-05-26 20:38:54,"Модель, маленький, старый, проект, развлечение, анимация, 3D"
Tescao_for_cleap_PERFORMANCE_39_otriv_ot_zemli_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_39_otriv_ot_zemli_i_prijok.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_39_otriv_ot_zemli_i_prijok.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,3672560,3.502,2023-12-07 17:43:26,2025-05-26 20:38:54,"средний., Модель, работа, маленький, старый, анимация, трехмерная"
Tescao_for_cleap_PERFORMANCE_41_lovim_sharik.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_41_lovim_sharik.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_41_lovim_sharik.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay,.fbx,7980064,7.61,2023-12-07 17:57:38,2025-05-26 20:38:54,"дизайн, игра, Модель, анимация, маленький, старый, 3D"
Tescao_for_cleap_PERFORMANCE_01_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_01_RET.FBX,Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_01_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret,.fbx,31980512,30.499,2023-12-13 12:36:22,2025-05-26 20:38:54,"большой, файл формата FBX., маленький, старый, производство, анимация, 3D модель"
Tescao_for_cleap_PERFORMANCE_02_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_02_RET.FBX,Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_02_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret,.fbx,38707344,36.914,2023-12-12 17:42:33,2025-05-26 20:38:54,"большой, работа, маленький, старый, производительность, 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_06_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_06_RET.FBX,Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_06_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret,.fbx,38244080,36.472,2023-12-13 12:37:32,2025-05-26 20:38:55,"большой, производственный., маленький, старый, производство, 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_12_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_12_RET.FBX,Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_12_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret,.fbx,26501840,25.274,2023-12-13 12:35:21,2025-05-26 20:38:55,"работа, маленький, старый, производительность, формат FBX, 3D-модель, крупный"
Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli_RET.FBX,Animation_Okay\Ret\Tescao_for_cleap_PERFORMANCE_21_otriv_ot_zemli_RET.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Ret,.fbx,19919552,18.997,2023-12-13 12:38:46,2025-05-26 20:38:56,"большой, работа, маленький, старый, производительность, анимация, 3D модель"
Tescao_for_cleap_PERFORMANCE_33_FIX.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_FIX.bck\Tescao_for_cleap_PERFORMANCE_33_FIX.001.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_FIX.bck\Tescao_for_cleap_PERFORMANCE_33_FIX.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_33_FIX.bck,.fbx,8981248,8.565,2023-12-26 16:30:51,2025-05-26 20:38:56,"большой, работа, маленький, старый, производительность, формат FBX, 3D модель"
Tescao_for_cleap_PERFORMANCE_37_FIX.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_FIX.bck\Tescao_for_cleap_PERFORMANCE_37_FIX.001.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_FIX.bck\Tescao_for_cleap_PERFORMANCE_37_FIX.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_FIX.bck,.fbx,4885168,4.659,2023-12-26 16:35:40,2025-05-26 20:38:56,"большой, маленький, старый, производство, файл данных, анимация, 3D модель"
Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.bck\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.001.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.bck\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok.bck,.fbx,4359712,4.158,2023-12-07 17:21:08,2025-05-26 20:38:56,"средний, маленький, старый, техническое, автомобиль., 3D-модель, анимация"
Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.bck\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.001.fbx,Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.bck\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Animation_Okay\Tescao_for_cleap_PERFORMANCE_37_tormojenie_i_prijok_Hik_111111111111111111.bck,.fbx,15825936,15.093,2023-12-29 12:23:59,2025-05-26 20:38:56,"большой, маленький, старый, инженерия, производство, технический, 3D модель"
Tescao_for_cleap_Perf_v02_06_cntr_rig.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка\Tescao_for_cleap_Perf_v02_06_cntr_rig.fbx,Подготовка\Tescao_for_cleap_Perf_v02_06_cntr_rig.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка,.fbx,11896512,11.345,2024-01-11 12:06:10,2025-05-26 20:39:01,"дизайн, Модель, игра., маленький, старый, анимация, 3D"
Tescao_for_cleap_Perf_v02_06_podgotovka.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка\02_06\Tescao_for_cleap_Perf_v02_06_podgotovka.fbx,Подготовка\02_06\Tescao_for_cleap_Perf_v02_06_podgotovka.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка\02_06,.fbx,18717584,17.85,2024-01-11 14:37:22,2025-05-26 20:39:02,"подготовка, файл формата FBX, маленький, старый, проект, 3D-модель, крупный"
Tescao_for_cleap_Perf_v02_06_cntr_rig.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка\Tescao_for_cleap_Perf_v02_06_cntr_rig.bck\Tescao_for_cleap_Perf_v02_06_cntr_rig.001.fbx,Подготовка\Tescao_for_cleap_Perf_v02_06_cntr_rig.bck\Tescao_for_cleap_Perf_v02_06_cntr_rig.001.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Подготовка\Tescao_for_cleap_Perf_v02_06_cntr_rig.bck,.fbx,11812704,11.265,2024-01-11 11:27:36,2025-05-26 20:39:02,"средний., Модель, работа, маленький, старый, анимация, трехмерная"
TESCAO_Insta_ACTIVATE_NIKOLAY_BODY_AND_FACE_RET_Clean.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Clean_Ret\TESCAO_Insta_ACTIVATE_NIKOLAY_BODY_AND_FACE_RET_Clean.fbx,Anim_for_insta\Body_Anim\Clean_Ret\TESCAO_Insta_ACTIVATE_NIKOLAY_BODY_AND_FACE_RET_Clean.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Clean_Ret,.fbx,2073776,1.978,2023-12-22 13:19:22,2025-05-26 20:37:44,"Модель, маленький, старый, активация, ретушь, 3D, реклама"
TESCAO_Insta_ENIGMA_NIKOLAY_BODY_AND_FACE_Clean.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Clean_Ret\TESCAO_Insta_ENIGMA_NIKOLAY_BODY_AND_FACE_Clean.FBX,Anim_for_insta\Body_Anim\Clean_Ret\TESCAO_Insta_ENIGMA_NIKOLAY_BODY_AND_FACE_Clean.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Clean_Ret,.fbx,2270112,2.165,2023-12-22 13:17:51,2025-05-26 20:37:44,"дизайн, фейсбук, Модель, маленький, старый, трехмерный, анимация"
